,ID,Provider,AddressLine1,AddressLine2,City,State,PostalCode,Phone1_Type,Phone1_Number,Phone2_Type,Phone2_Number,FaxNumber,WebsiteUrl,EmailAddress,ContactName,ContactBusinessTitle,HOUSING,COMMUNITY SUPPORT & HEALTH SERVICES,OUTDOOR SPACES AND BUILDINGS,RESPECT AND SOCIAL INCLUSION,TRANSPORT,CIVIC PARTICIPATION & EMPLOYMENT,COMMUNICATION & INFORMATION,SOCIAL PARTICIPATION,Elderly and Disabled,Assisted Living,Independent Living,Bridge to Independence,Traumatic Brain Injury / Spinal Cord Injury,Intellectual Disability / Developmental Disability,Private Pay: Credit,Private Pay: Cash,Other,Private Insurance,Medicare,Medicaid,Private Pay: Check
106,107,Arriva Medical LLC,4252 Northwest 120th Avenue,,Coral Springs,FL,33065,Main,8882163576,,,,www.arrivamedical.com,rtaylor@amitecountyms.gov,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,False,False
107,108,Arthur E. Wood Health Clinic*,920 Matthew Drive,,Waynesboro,MS,39367,Main,6017357101,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True,False
108,109,Arthur Wood Medical Clinic*,951 Matthew Drive,Suite D,Waynesboro,MS,39367,Main,6017353918,,,(601) 735-4227,www.waynegeneralhospital.org,,Marley,Receptionist,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
109,110,ASAP Ambulance*,416 Weathersby Road,,Hattiesburg,MS,39402,Main,6016023112,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
110,111,Asbury Hospice House,304 South 40th Avenue,,Hattiesburg,MS,39402,Main,8448004663,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,True,False,True,True,True,True
111,112,A Second Chance,9730 May Lake Drive,,Meridian,MS,39301,Main,6017710240,Other,6016164605,,,rtaylor@amitecountyms.gov,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True
112,113,Ashbury Court*,108 Ashbury Court,,Tupelo,MS,38801,Main,6017710240,Other,6016164605,,www.unitedchurchhomes.org,rtaylor@amitecountyms.gov,,,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
113,114,Ashland Drug*,15917 Boundary Street,Highway 5,Ashland,MS,38603,Main,6012248922,,,,,rtaylor@amitecountyms.gov,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True
114,115,Ashley Parker LLC,225 Honours Drive,,Madison,MS,39110,Main,6016135078,,,,,ashleyparkerswk@gmail.com,,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
115,116,"Ashwini Kothekar Margaitis, DO - Geriatrician",498 Tuscan Avenue,,Hattiesburg,MS,39401,Main,6013186051,,,,,,,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True
116,117,Assisted Living (AL) Waiver,"550 High Street, Suite 1000",Mississippi Division of Medicaid,Jackson,MS,39201,Main,6013596141,Toll Free Hotline,8004212408,,https://medicaid.ms.gov/programs/assisted-living-waiver/,,,,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
117,118,Associated Diabetic Supplies,7837 West Sample Road,Suite 125,Coral Springs,FL,33065,Main,9547968376,,,,,rtaylor@amitecountyms.gov,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
118,119,Association for Seniors with Disabilities of Mississippi,7 Lakeland Circle,,Jackson,MS,39216,Main,6019821180,Other,6019825792,,,rtaylor@amitecountyms.gov,,,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
119,120,"At Home Care, Inc- Gloster",161 East Main Street,,Gloster,MS,39638,Main,6012254747,,,(601) 225-4787,https://www.at-home-care.com/,,,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,True,True
120,121,"At Home Care, Inc. - Meridian","1902 Front Street, Suite 201-202",,Meridian,MS,39301,Main,6015811671,,,(601) 581-1677,,,,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,True
121,122,At Home Care - Brookhaven,230 West Court Street,,Brookhaven,MS,39601,Main,6018234013,,,(601) 823-4014,https://www.at-home-care.com/,,,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,True,True
122,123,At Home Care - Jackson,"5015 I-55 North, Suite A",,Jackson,MS,39206,Main,6013621701,,,(601) 362-0405,http://www.at-home-care.com/,,,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,True,True
123,124,At Home Care - Main Office,306 Church Street,,Port Gibson,MS,39150,Main,6014373524,Toll Free Hotline,8447408533,(601) 437-3570,www.at-home-care.com,athomecare3524@aol.com,,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,True,True
124,125,At Home Care - McComb,"612 Delaware Avenue, Suite 18",,McComb,MS,39648,Main,6016840220,,,,https://www.at-home-care.com/,,,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,True,True
125,126,Atlantic Medical LLC*,1068 Thousand Oaks Drive,Suite B,Hernando,MS,38632,Main,6624493200,,,,,rtaylor@amitecountyms.gov,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
126,127,Attala County Hospital*,Montfort Jones Memorial Hospital,320 Highway 12 West (Post Office Box 887),Kosciusko,MS,39090,Main,6622894311,,,,www.mjmh.com,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
127,128,Attala Housing Authority*,311 Gilland Street,Post Office Box 1669,Kosciusko,MS,39090,Main,6622895181,,,,"www.haattalaco,@tefco.com",rtaylor@amitecountyms.gov,,,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False
128,129,Atwood Personal Care Home*,101 Pilot Street,,Philadelphia,MS,39350,Main,6016567394,,,,www.atwoodpersonalcarehome.com/index.html,,,,False,True,False,False,False,False,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True
129,130,Audibel Hearing Healthcare - Biloxi,2575 Pass Road,Suite G,Biloxi,MS,39531,Main,2283850361,Other,2283850363,,www.audibel.com,rtaylor@amitecountyms.gov,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
130,131,Audibel Hearing Healthcare - Columbia,433 Broad Street,Suite A,Columbia,MS,39429,Main,6017364002,,,,www.audibel.com,rtaylor@amitecountyms.gov,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
131,132,Audibel Hearing Healthcare - Hattiesburg,3901 Hardy Street,Suite 100,Hattiesburg,MS,39402,Other,6012615995,,,,www.audibel.com,rtaylor@amitecountyms.gov,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
132,133,Audibel Hearing Healthcare - Laurel,515 North 6th Avenue,,Laurel,MS,39440,Main,6014269628,,,,www.audibel.com,rtaylor@amitecountyms.gov,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
133,134,Audibel Hearing Healthcare - Pascagoula,1414 Telephone Road,,Pascagoula,MS,39567,Main,2287622033,,,,www.audibel.com,rtaylor@amitecountyms.gov,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
134,135,Audibel Hearing Healthcare - Picayune,1817 Highway 11 North,Suite A,Picayune,MS,39466,Main,6017980550,,,,www.audibel.com,rtaylor@amitecountyms.gov,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
135,136,Austin Run Estates*,7100 Mallard Creek Drive,,Horn Lake,MS,43302,Main,6623938419,,,,www.unitedchurchhomes.org,rtaylor@amitecountyms.gov,,,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False
136,137,Autism Center of North Mississippi*,146 South Thomas Street,Spanish Village Suite C,Tupelo,MS,38801,Main,6628400974,,,,,,,,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
137,138,Autumn Light Care Home,1458 Moncure Marble Road,,Terry,MS,39170,Main,6018789684,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True
138,139,Autumn View Senior Day Service,14321 Dedeaux Road,Suite 14,Gulfport,MS,39503,Main,2288310048,,,(228) 831-0058,www.adultdaycare.org,rtaylor@amitecountyms.gov,,,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False
139,140,Available Medical Supplies Incorporated*,912 Highway 15,,Stringer,MS,39481,Main,6016494418,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
140,141,Aventis Patient Assistance Program,Post Office Box 759,,Somerville,NC,28222-1857,Toll Free Hotline,8002214025,Other,8667347372,,needymeds.org,rtaylor@amitecountyms.gov,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
141,142,Avonlea Retirement Cottages*,Avonlea Retirement Cottages,2429 Lawndale Dr,Tupelo,MS,38801,Main,6626809520,Contact Person,6628406163,,http://avonlea-community.com,,,,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False
142,143,Avritt Medical Equipment*,4020 Highway 8 E,,Cleveland,MS,38732,Main,6628437007,Other,6628437071,(662) 843-7071,,ame@avrittmedical.com,Jennifer Ramage,Manager,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
143,144,Azalea Gardens Retirement Community*,100 Azalea Drive,,Oxford,MS,38655,Main,6622349600,Toll Free Hotline,8889327747,,,,,,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,True,True,True,False
144,145,AZ and Me Prescription Center,Post Office Box 66551,,St. Louis,MO,63166,Main,8002926363,Toll Free Hotline,8009618323,,www.astrazeneca-us.com,rtaylor@amitecountyms.gov,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
145,146,Azria Lewers and Jessie Lyons Manor Apartments*,106 Creek Dr.,,Como,MS,38619,Main,6622535186,,,(662) 233-6089,comoapts.com,como@tescoproperties.com,Shirley Malone,Manager,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,False,False,True
146,147,B1 Nursing,3023-A Highway 80 East,,Pearl,MS,39208,Main,7695727207,,,(855) 598-8071,https://www.b1nursingcare.org/,b1nursingcare@gmail.com,Danae Brown,Manager,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True
147,148,Back Bay Mission*,1012 Division Street,,Biloxi,MS,39530,Main,2284320301,,,(228) 374-2922,www.thebackbaymission.org,backbaymission@thebackbaymission.org,,,True,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,False,False,False,False
148,149,Bailey Nutrition Center*,674 Highway 495,,Bailey,MS,39320,Main,6017375439,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
149,150,Bannerman Apartments*,114 Harpole Street,,Belzoni,MS,39038,Main,6622471134,,,,,como@tescoproperties.com,Allison Riley,Property Manager,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False
150,151,Baptist Adult Day (Active Day) / Clinton,652 Highway 80 East,,Clinton,MS,39056,Main,6019261222,,,(601) 924-3907,https://www.baptistonline.org/locations/specialty-facilities/baptist-adult-day-health-services-clinton,,,,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True,True,True,True,False,True,True
151,152,Baptist Home Care and Hospice-Batesville*,548 Highway 6 East,,Batesville,MS,38606,Main,6625788402,,,,,,Lee Gentry,Director,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False
152,153,Baptist Home Medical Equipment*,2003 Harris Drive,,Oxford,MS,38655,Main,6622340555,,,,,como@tescoproperties.com,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
153,154,Baptist Homes Incorporated,461 Goodloe Road,,Canton,MS,39046,Main,6018592100,,,,,como@tescoproperties.com,,,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
154,155,Baptist Medical Center - Leake,310 Ellis Street,,Carthage,MS,39051,Main,6012671100,Other,6012671300,,,como@tescoproperties.com,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True
155,156,Baptist Memorial Hospital - Boonville*,100 Hospital Street,,Booneville,MS,38829,Main,6627205000,,,,www.baptistonline.org,como@tescoproperties.com,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
156,157,Baptist Memorial Hospital - Desoto*,7601 Southcrest Parkway,,Southaven,MS,38671,Main,6627724000,,,,www.desoto.baptistonline.org,como@tescoproperties.com,,,False,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
157,158,Baptist Memorial Hospital - Golden Triangle*,2520 5th Street North,,Columbus,MS,39705,Main,6622441000,,,,www.baptistonline.org,como@tescoproperties.com,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
158,159,Baptist Memorial Hospital-Oxford*,2301 South Lamar Boulevard,,Oxford,MS,38665,Main,6622441000,,,,www.baptistonline.org,como@tescoproperties.com,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
159,160,Baptist Memorial Hospital-Union County*,200 Highway 30 West,,New Albany,MS,38652,Main,6625387631,,,,,como@tescoproperties.com,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
160,161,Baptist Minor Medical Center*,8990 Germantown Extension,,Olive Branch,MS,38654,Main,6628931160,,,,,como@tescoproperties.com,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
161,162,Bar-Sel Personal Care Home*,608 Branton Avenue,,Columbia,MS,39429,Main,6017367355,,,,,como@tescoproperties.com,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
162,163,Barnett's Lawn Care and More*,11897 River Estates Circle,,Biloxi,MS,39532,Main,2288616304,,,,,como@tescoproperties.com,,,True,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
163,164,"Barnett Apothecary, LLC*",606 Battleground Drive,,Iuka,MS,38852,Main,6624239994,,,,,como@tescoproperties.com,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
164,165,Batson Physical Therapy*,711 Hall Street,,Wiggins,MS,39577,Main,6019285511,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True,False
165,166,"Baxter Supply Services, LLC",1620 Waukegan Road,,McGaw Park,IL,60085,Main,8474736534,,,,,como@tescoproperties.com,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
166,167,Bayou Acres Apartments*,100 Holland Drive,,Metcalfe,MS,38760,Main,6623329333,,,,,,Sherrilyn Jenkins,Manager,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False
167,168,Bay Springs Nutritional Site,39 South 6th Street,,Bay Springs,MS,39422,Main,6017644112,,,,,como@tescoproperties.com,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
